"filename", "language", "JSON", "JavaScript", "Markdown", "CSS", "JavaScript React", "HTML", "comment", "blank", "total"
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/Corpviewreq.js", "JavaScript", 0, 35, 0, 0, 0, 0, 0, 6, 41
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/Country.js", "JavaScript", 0, 36, 0, 0, 0, 0, 1, 21, 58
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/CoursePage.js", "JavaScript", 0, 135, 0, 0, 0, 0, 0, 26, 161
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/CoursePageInst.js", "JavaScript", 0, 136, 0, 0, 0, 0, 0, 28, 164
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/CoursePagePreview.js", "JavaScript", 0, 54, 0, 0, 0, 0, 0, 17, 71
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/Courses.js", "JavaScript", 0, 27, 0, 0, 0, 0, 0, 14, 41
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/Dashboard.js", "JavaScript", 0, 153, 0, 0, 0, 0, 24, 53, 230
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/ErrorPage.js", "JavaScript", 0, 12, 0, 0, 0, 0, 0, 6, 18
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/Guest.js", "JavaScript", 0, 56, 0, 0, 0, 0, 0, 7, 63
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/HomePage.js", "JavaScript", 0, 88, 0, 0, 0, 0, 0, 16, 104
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/IReviews.js", "JavaScript", 0, 76, 0, 0, 0, 0, 2, 20, 98
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/IndTrainee.js", "JavaScript", 0, 219, 0, 0, 0, 0, 0, 53, 272
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/IndTraineeLogin.js", "JavaScript", 0, 47, 0, 0, 0, 0, 0, 15, 62
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/IndTraineeNew.js", "JavaScript", 0, 121, 0, 0, 0, 0, 1, 68, 190
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/IndTraineeSignup.js", "JavaScript", 0, 145, 0, 0, 0, 0, 2, 46, 193
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/IndTraineetermsandconditions.js", "JavaScript", 0, 54, 0, 0, 0, 0, 32, 29, 115
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/IndvViewregisteredcourses.js", "JavaScript", 0, 79, 0, 0, 0, 0, 0, 9, 88
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/Indvchangepassword.js", "JavaScript", 0, 85, 0, 0, 0, 0, 0, 24, 109
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/Indvratecourse.js", "JavaScript", 0, 87, 0, 0, 0, 0, 0, 18, 105
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/Indvrateinst.js", "JavaScript", 0, 81, 0, 0, 0, 0, 0, 17, 98
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/Indvreviewinst.js", "JavaScript", 0, 92, 0, 0, 0, 0, 0, 25, 117
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/IndvtraineeviewAllcourses.js", "JavaScript", 0, 68, 0, 0, 0, 0, 0, 6, 74
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/Indvviewwallet.js", "JavaScript", 0, 79, 0, 0, 0, 0, 1, 9, 89
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/InstEditBiography.js", "JavaScript", 0, 63, 0, 0, 0, 0, 3, 22, 88
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/InstEditEmail.js", "JavaScript", 0, 62, 0, 0, 0, 0, 3, 24, 89
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/InstLogin.js", "JavaScript", 0, 47, 0, 0, 0, 0, 3, 16, 66
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/InstSetCourseDiscount.js", "JavaScript", 0, 88, 0, 0, 0, 0, 0, 30, 118
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/InstSignup.js", "JavaScript", 0, 76, 0, 0, 0, 0, 3, 34, 113
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/Instructor.js", "JavaScript", 0, 274, 0, 0, 0, 0, 1, 76, 351
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/InstrutorcourseByprice.js", "JavaScript", 0, 24, 0, 0, 0, 0, 0, 5, 29
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/Instviewallcourses.js", "JavaScript", 0, 68, 0, 0, 0, 0, 0, 7, 75
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/Instviewbalance.js", "JavaScript", 0, 78, 0, 0, 0, 0, 0, 7, 85
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/Login.js", "JavaScript", 0, 140, 0, 0, 0, 0, 0, 34, 174
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/NewCourses.js", "JavaScript", 0, 179, 0, 0, 0, 0, 1, 72, 252
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/NewProfile.js", "JavaScript", 0, 244, 0, 0, 0, 0, 1, 77, 322
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/Paycourse.js", "JavaScript", 0, 72, 0, 0, 0, 0, 1, 17, 90
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/Paymentsuccess.js", "JavaScript", 0, 108, 0, 0, 0, 0, 2, 20, 130
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/Refund.js", "JavaScript", 0, 68, 0, 0, 0, 0, 2, 13, 83
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/ReportFUPage.js", "JavaScript", 0, 176, 0, 0, 0, 0, 3, 39, 218
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/ReportPage.js", "JavaScript", 0, 82, 0, 0, 0, 0, 2, 22, 106
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/SearchResults.js", "JavaScript", 0, 114, 0, 0, 0, 0, 11, 38, 163
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/Signup.js", "JavaScript", 0, 33, 0, 0, 0, 0, 0, 12, 45
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/StartMockUp.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/TraineeResults.js", "JavaScript", 0, 151, 0, 0, 0, 0, 8, 54, 213
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/TraineeResultsCorp.js", "JavaScript", 0, 76, 0, 0, 0, 0, 8, 43, 127
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/corpforgetpassword.js", "JavaScript", 0, 44, 0, 0, 0, 0, 0, 5, 49
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/indvforgetpassword.js", "JavaScript", 0, 43, 0, 0, 0, 0, 0, 5, 48
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/indvreviewcourse.js", "JavaScript", 0, 92, 0, 0, 0, 0, 0, 25, 117
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/instchangepass.js", "JavaScript", 0, 63, 0, 0, 0, 0, 0, 20, 83
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/instforgetPassword.js", "JavaScript", 0, 54, 0, 0, 0, 0, 0, 8, 62
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/previewinstructorcourse.js", "JavaScript", 0, 27, 0, 0, 0, 0, 0, 6, 33
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/pages/termsandconditions.js", "JavaScript", 0, 90, 0, 0, 0, 0, 45, 58, 193
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/frontend/src/styles.css", "CSS", 0, 0, 0, 29, 0, 0, 1, 5, 35
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/package-lock.json", "JSON", 3504, 0, 0, 0, 0, 0, 0, 84273, 87777
"/Users/omarashraf/Desktop/Sem 7/ACL/CacheCows/package.json", "JSON", 45, 0, 0, 0, 0, 0, 0, 553, 598
"Total", "-", 48948, 16949, 257, 1208, 8, 22, 566, 1275463, 1343421
